library,profile,term,overlap_size,mean_r,median_r,auc,p_value,fdr,rank_positive
Reactome_2022,MASTL dependency profile,Translation R-HSA-72766,255,0.016373322682603816,0.016896548853170344,0.5932744022147179,1.5184036835444882e-07,3.761610004663531e-05,5
Reactome_2022,MASTL dependency profile,"Base-Excision Repair, AP Site Formation R-HSA-73929",32,0.053874683097946234,0.05671915506697741,0.7591391509433962,1.9561167383959994e-07,3.761610004663531e-05,6
Reactome_2022,MASTL dependency profile,Cleavage Of Damaged Purine R-HSA-110331,25,0.0617063777863847,0.056245606651606384,0.7923767390418535,2.0933636857983347e-07,3.761610004663531e-05,7
Reactome_2022,MASTL dependency profile,Cleavage Of Damaged Pyrimidine R-HSA-110329,30,0.05419615841158877,0.05671915506697741,0.766156205116261,2.2629983146210727e-07,3.761610004663531e-05,8
Reactome_2022,MASTL dependency profile,Packaging Of Telomere Ends R-HSA-171306,21,0.06655865366731359,0.057192703482348436,0.8172169059674151,2.421637342058067e-07,3.761610004663531e-05,9
Reactome_2022,MASTL dependency profile,Assembly Of ORC Complex At Origin Of Replication R-HSA-68616,27,0.04762939588689038,0.056245606651606384,0.7760291000670578,3.444627805254533e-07,4.8155896717458373e-05,10
Reactome_2022,MASTL dependency profile,Telomere Maintenance R-HSA-157579,74,0.03449914616608102,0.028225925673685537,0.6650510405326517,4.608316955015642e-07,5.8567519119198796e-05,11
Reactome_2022,MASTL dependency profile,rRNA Processing In Nucleus And Cytosol R-HSA-8868773,162,0.020414921951038917,0.0186492315492851,0.6103975508583731,6.349813152969259e-07,7.397532323209186e-05,12
Reactome_2022,MASTL dependency profile,Major Pathway Of rRNA Processing In Nucleolus And Cytosol R-HSA-6791226,152,0.02042660047872969,0.01901888307559202,0.6128969282812944,7.927641290943665e-07,8.525263480568648e-05,13
Reactome_2022,MASTL dependency profile,Activated PKN1 Stimulates Transcription Of Androgen Receptor Regulated KLK2 And KLK3 R-HSA-5625886,25,0.047744603186836584,0.046738545763185736,0.7729716514348914,1.1539007441748816e-06,0.0001152252314540346,14
